lyrics_chunk,song,artist,year,rank,source,decade,mood
party rock yeah woo lets goparty rock is in the house tonight everybody just have a good time and we gonna make you lose your mind everybody just have a good timeparty rock is in the house tonight everybody just have a good time and we gonna make you lose your mind we just wanna see ya shake that ass in the club party rock lookin for your girl she on the top nonstop when we in the spot party movin like its on the block where the dance i gots to know tight jeans cool shoes cause im rock n roll half black half white domino game the money opadoeyo im runnin through these streets like drano i got that devilish flow rock n roll no halo we party rock yeah thats the crew that im with on the rise to the top no lead in our zeppelin heyparty rock is in the house tonight everybody just have a good time and we gonna make you lose your mind everybody just have a good timeparty rock is in the house tonight everybody just have a good time and we gonna make you lose your mind we just wanna see ya shake thateveryday im shufflin shufflin shufflinstep up fast and be the first one to make me blow this cash we gettin money dont be mad now stop hating is badone more shot for us another round please fill up my cup dont mess around we just wanna see you shake it now now you wanna be youre shakin nowget up get down put your hands up to the sound get up get down put your hands up to the sound get up get down put your hands up to the sound put your hands up to the sound put your hands up to the soundget up get up get up get up get up get up get up get up get up put your hands up to the sound to the sound put your hands up put your hands up put your hands up put your hands upparty rock is in the house tonight put your hands up everybody just have a good time put your hands up and we gonna make you lose your mind put your hands up everybody just have a good good good timeput your hands up put your hands up put your hands up shake that everyday im shufflinpush up push up push up push up push up push up push up push up push up push up,party rock anthem,lmfao featuring lauren bennett and goonrock,2011,2,1,2010s,happy
theres a stranger in my bed theres a pounding in my head glitter all over the room pink flamingos in the pool i smell like a minibar djs passed out in the yard barbies on the barbecue is this a hickey or a bruisepictures of last night ended up online im screwed oh well its a blackedout blur but im pretty sure it ruled damnlast friday night yeah we danced on tabletops and we took too many shots think we kissed but i forgotlast friday night yeah we maxed our credit cards and got kicked out of the bar so we hit the boulevardlast friday night we went streaking in the park skinny dipping in the dark then had a menage a trioslast friday night yeah i think we broke the law always say were gonna stopop oohohhthis friday night do it all again this friday night do it all againtrying to connect the dots dont know what to tell my boss think the city towed my car chandelier is on the floor ripped my favorite party dress warrants out for my arrest think i need a ginger ale that was such an epic failpictures of last night ended up online im screwed oh well its a blackedout blur but im pretty sure it ruled damnlast friday night yeah we danced on tabletops and we took too many shots think we kissed but i forgotlast friday night yeah we maxed our credit cards and got kicked out of the bar so we hit the boulevardlast friday night we went streaking in the park skinny dipping in the dark then had a mÌ©nage ÌÊ troislast friday night yeah i think we broke the law always say were gonna stopop oohohhthis friday night do it all again do it all again this friday night do it all again do it all again this friday nighttgif tgif tgif tgif tgif tgif tgiflast friday night yeah we danced on tabletops and we took too many shots think we kissed but i forgotlast friday night yeah we maxed our credit cards and got kicked out of the bar so we hit the boulevardlast friday night we went streaking in the park skinny dipping in the dark then had a mÌ©nage ÌÊ troislast friday night yeah i think we broke the law always say were gonna stopop oohohhthis friday night do it all againwhooooo yeah wooo yeah,last friday night tgif,katy perry,2011,14,1,2010s,happy
i threw a wish in the well dont ask me ill never tell i looked at you as it fell and now youre in my wayi trade my soul for a wish pennies and dimes for a kiss i wasnt looking for this but now youre in my wayyour stare was holding ripped jeans skin was showing hot night wind was blowing where you think youre going babyhey i just met you and this is crazy but heres my number so call me maybe its hard to look right at you baby but heres my number so call me maybehey i just met you and this is crazy but heres my number so call me maybe and all the other boys try to chase me but heres my number so call me maybeyou took your time with the call i took no time with the fall you gave me nothing at all but still youre in my wayi beg and borrow and steal at first sight and its real i didnt know i would feel it but its in my wayyour stare was holding ripped jeans skin was showing hot night wind was blowing where you think youre going babyhey i just met you and this is crazy but heres my number so call me maybe its hard to look right at you baby but heres my number so call me maybebefore you came into my life i missed you so bad i missed you so bad i missed you so so bad before you came into my life i missed you so bad and you should know that i missed you so so bad bad bad badits hard to look right at you baby but heres my number so call me maybehey i just met you and this is crazy but heres my number so call me maybe and all the other boys try to chase me but heres my number so call me maybebefore you came into my life i missed you so bad i missed you so bad i missed you so so bad before you came into my life i missed you so bad and you should know that so call me maybe,call me maybe,carly rae jepsen,2012,2,1,2010s,happy
the sun goes down the stars come out and all that counts is here and now my universe will never be the same im glad you cameyou cast a spell on me spell on me you hit me like the sky fell on me fell on me and i decided you look well on me well on me so lets go somewhere noone else can see you and meturn the lights out now now ill take you by the hand hand you another drink drink it if you can can you spend a little time time is slipping away away from us so stay stay with me i can make make you glad you camethe sun goes down the stars come out and all that counts is here and now my universe will never be the same im glad you came im glad you cameyou cast a spell on me spell on me you hit me like the sky fell on me fell on me and i decided you look well on me well on me so lets go somewhere noone else can see you and meturn the lights out now now ill take you by the hand hand you another drink drink it if you can can you spend a little time time is slipping away away from us so stay stay with me i can make make you glad you camethe sun goes down the stars come out and all that counts is here and now my universe will never be the same im glad you came im glad you cameim glad you came so glad you came im glad you came im glad you camethe sun goes down the stars come out and all that counts is here and now my universe will never be the same im glad you came im glad you came,glad you came,the wanted,2012,6,1,2010s,happy
nicki minaj lets go to the beach each lets go get away they say what they gonna say have a drink clink found the bud light bad btches like me is hard to come by the patron on lets go get it on the zone on yes im in the zone is it two three leave a good tip imma blow off my money and dont give two shtsim on the floor floor i love to dance so give me more more till i cant stand get on the floor floor like its your last chance if you want more more then here i amstarships were meant to fly hands up and touch the sky cant stop cause were so high lets do this one more timestarships were meant to fly hands up and touch the sky lets do this one last time cant stopwere higher than a motherfckr were higher than a motherfckr were higher than a motherfckrjump in my hoopty hoopty hoop i own that and i aint paying my rent this month i owe that but fck who you want and fck who you like dance our life theres no end in sight twinkle twinkle little starnow everybody let me hear you say ray ray ray now spend all your money cause they pay pay pay and if youre a g you a ggg my name is onika you can call me nickiget on the floor floor like its your last chance if you want more more then here i amstarships were meant to fly hands up and touch the sky cant stop cause were so high lets do this one more timestarships were meant to fly hands up and touch the sky lets do this one last time cant stopwere higher than a motherfckr were higher than a motherfckr were higher than a motherfckrstarships were meant to fly hands up and touch the sky cant stop cause were so high lets do this one more timestarships were meant to fly hands up and touch the sky lets do this one last time cant stopwere higher than a motherfckr were higher than a motherfckr were higher than a motherfckr,starships,nicki minaj,2012,9,1,2010s,happy
ohohohohoh ohohohohohoh caught in a bad romance ohohohohoh ohohohohohoh caught in a bad romancerah rah ahahah ro mah romahmah gaga ohlala want your bad romancerah rah ahahah ro mah romahmah gaga oohlala want your bad romancei want your ugly i want your disease i want your everything as long as its free i want your love lovelovelove i want your lovei want your drama the touch of your hand i want your leather studded kiss in the sand i want your love lovelovelove i want your love lovelovelove i want your loveyou know that i want you and you know that i need you i want it bad your bad romancei want your love and i want your revenge you and me could write a bad romance ohohohohoooh i want your love and all your lovers revenge you and me could write a bad romanceohohohohoh ohohohohohoh caught in a bad romanceohohohohooh ohohoohohohoh caught in a bad romancerah rah ahahah ro mah romahmah gaga oohlala want your bad romancei want your horror i want your design cause youre a criminal as long as your mine i want your love lovelovelove i want your lovei want your psycho your vertigo shtick want you in my rear window baby youre sick i want your love lovelovelove i want your love lovelovelove i want your loveyou know that i want you and you know that i need you i want it bad bad romancei want your love and i want your revenge you and me could write a bad romance ohohohohooh i want your love and all your lovers revenge you and me could write a bad romanceohohohohooh ohohoohohohoh caught in a bad romanceohohohohooh ohohoohohohoh caught in a bad romancerah rah ahahah ro mah romahmah gaga oohlala want your bad romancerah rah ahahah ro mah romahmah gaga ohlala want your bad romancewalk walk fashion baby work it move that bitch crazy walkwalk fashion baby work it move that bitch crazy walkwalk fashion baby work it move that bitch crazy walkwalk passion baby work it im a free bitch babyi want your love and i want your revenge i want your love i dont wanna be friendsjveux ton amour et je veux ta revanche jveux ton amour i dont wanna be friends i dont wanna be friends i dont wanna be friends i dont wanna be friends want your bad romance caught in a bad romance want your bad romancei want your love and i want your revenge you and me could write a bad romance ohohohohooh i want your love and all your lovers revenge you and me could write a bad romanceohohohohooh want your bad romance caught in a bad romance want your bad romance ohohohohooh want your bad romance caught in a bad romancerah rah ahahah ro mah romahmah gaga oohlala want your bad romance,bad romance,lady gaga,2010,8,1,2010s,reflective
do you ever feel like a plastic bag drifting through the wind wanting to start againdo you ever feel feel so paperthin like a house of cards one blow from caving indo you ever feel already buried deep six feet under screams but no one seems to hear a thingdo you know that theres still a chance for you cause theres a spark in you you just gottaignite the light and let it shine just own the night like the fourth of julycause baby youre a firework come on show them what youre worth make them go oh oh oh as you shoot across the skybaby youre a firework come on let your colors burst make them go oh oh oh youre gonna leave them all in aweyou dont have to feel like a waste of space youre original cannot be replacedif you only knew what the future holds after a hurricane comes a rainbowmaybe the reason why all the doors are closed so you could open one that leads you to the perfect roadlike a lightning bolt your heart will glow and when its time you know you just gottaignite the light and let it shine just own the night like the fourth of julycause baby youre a firework come on show them what youre worth make them go oh oh oh as you shoot across the skybaby youre a firework come on let your colors burst make them go oh oh oh youre gonna leave them all in aweboom boom boom even brighter than the moon moon moon its always been inside of you you you and now its time to let it throughcause baby youre a firework come on show them what youre worth make them go oh oh oh as you shoot across the skybaby youre a firework come on let your colors burst make them go oh oh oh youre gonna leave them all in aweboom boom boom even brighter than the moon moon moon boom boom boom even brighter than the moon moon moon,firework,katy perry,2011,3,1,2010s,reflective
youre so hypnotizing could you be the devil could you be an angel your touch magnetizing feels like im floating leaves my body glowingthey say be afraid youre not like the others futuristic lovers different dna they dont understand youyoure from a whole other world a different dimension you open my eyes and im ready to go lead me into the lightkiss me kkkiss me infect me with your love and fill me with your poison take me tttake me wanna be a victim ready for abduction boy youre an alien your touch so foreign its supernatural extraterrestrialyoure so supersonic wanna feel your powers stun me with your lasers your kiss is cosmic every move is magicyoure from a whole other world a different dimension you open my eyes and im ready to go lead me into the lightkiss me kkkiss me infect me with your love and fill me with your poison take me tttake me wanna be your victim ready for abduction boy youre an alien your touch so foreign its supernatural extraterrestrialthere is this transcendental on another level boy youre my lucky star i wanna walk on your wave length and be there when you vibrate for you i risk it all allkiss me kkkiss me infect me with your love and fill me with your poison take me tttake me wanna be your victim ready for abduction boy youre an alien your touch so foreign its supernatural extraterrestrial extraterrestrial extraterrestrialboy youre an alien your touch so foreign its supernatural extraterrestrial,et,katy perry featuring kanye west,2011,4,1,2010s,reflective
roberts got a quick hand hell look around the room he wont tell you his plan hes got a rolled cigarette hanging out his mouth hes a cowboy kidyeah he found a sixshooter gun in his dads closet with the box of fun things i dont even know what but hes coming for you yeah hes coming for youall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletdaddy works a long day he be coming home late and hes coming home late and hes bringing me a surprise cause dinners in the kitchen and its packed in iceive waited for a long time yeah the sleight of my hand is now a quickpull trigger i reason with my cigarette then say your hairs on fire you must have lost your wits yeahall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletrun run run run run run rrun run run rrun rrun run run rrun run run run run run run runall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bulletall the other kids with the pumped up kicks you better run better run outrun my gun all the other kids with the pumped up kicks you better run better run faster than my bullet,pumped up kicks,foster the people,2011,13,1,2010s,reflective
give me a second i i need to get my story straight my friends are in the bathroom getting higher than the empire state my lover shes waiting for me just across the bar my seats been taken by some sunglasses asking about a scar andi know i gave it to you months ago i know youre trying to forget but between the drinks and suddle things the holes in my apologies you know im trying hard to take it backso if by the time the bar closes and you feel like falling down ill carry you hooometonight we are young so lets set the world on fire we can burn brighter than the suntonight we are young so lets set the world on fire we can burn brighter than the sun now i know that im not all that you got i guess that i i just thought maybe we could find new ways to fall apart but our friends are back so lets raise a cup cause i found someone to carry me hometonight we are young so lets the set the world on fire we can burn brighter than the suntonight we are young so lets set the world on fire we can burn brighter than the suncarry me home tonight just carry me home tonight carry me home tonight just carry me home tonightthe world is on my side nanananannanana i have no reason to run anananananananan so will someone come and carry me home tonight nananananana the angels never arrived nananananananan but i can hear the choir nanannananananan so will someone come and carry me home ananananatonight we are young so lets set the world on fire we can burn brighter than the suntonight we are young so lets set the world on fire we can burn brighter than the sunso if by the time the bar closes and you feel like falling down ill carry you hometonight,we are young,fun featuring janelle mon'ae,2012,3,1,2010s,reflective
i had a way then losing it all on my own i had a heart then but the queen has been overthrown and im not sleeping now the dark is too hard to beat and im not keeping now the strength i need to push meyou show the lights that stop me turn to stone you shine it when im alone and so i tell myself that ill be strong and dreaming when theyre gonecause theyre calling calling calling me home calling calling calling home you show the lights that stop me turn to stone you shine it when im alone homevoices i play within my head touch my own skin and hope that im still breathing and i think back to when my brother and my sister slept in an unknown place the only time i feel safe memory byamandah editor in her april 2016 seventeen cover story ellie goulding explained how she wanted to be a role model for young girls growing up i want to write lyrics that see all you show the lights that stop me turn to stone you shine it when im alone and so i tell myself that ill be strong and dreaming when theyre gonecause theyre calling calling calling me home calling calling calling home you show the lights that stop me turn to stone you shine it when im alone homelight lights lights lights light lights lights lights home home light lights lights lights light lightsyou show the lights that stop me turn to stone you shine it when im alone and so i tell myself that ill be strong and dreaming when theyre gonecause theyre calling calling calling me home calling calling calling home you show the lights that stop me turn to stone you shine it when im alonehome home light lights lights lights light lights lights lightshome home light lights lights lights light lights lights lightshome home light lights lights lights light lights lights lightshome home light lights lights lights light lights lights lights,lights,ellie goulding,2012,5,1,2010s,reflective
whoa oh oh whoa oh oh whoa oh oh whoa im waking up to ash and dust i wipe my brow and i sweat my rust im breathing in the chemicals inhale exhaleim breaking in shaping up then checking out on the prison bus this is it the apocalypse whoaim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactivei raise my flags don my clothes its a revolution i suppose were painted red to fit right in whoaim breaking in shaping up then checking out on the prison bus this is it the apocalypse whoaim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactiveall systems go the sun hasnt died deep in my bones straight from insideim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactive,radioactive,imagine dragons,2013,3,1,2010s,reflective
right from the start you were a thief you stole my heart and i your willing victim i let you see the parts of me that werent all that pretty and with every touch you fixed themnow youve been talking in your sleep oh oh things you never say to me oh oh tell me that youve had enough of our love our lovejust give me a reason just a little bits enough just a second were not broken just bent and we can learn to love again its in the stars its been written in the scars on our hearts were not broken just bent and we can learn to love again meaning byamandah editor pink and husband carey hart went through a separation in 2008 when she famously released so what to tell the world she didnt need him anymore however in see all im sorry i dont understand where all of this is coming from i thought that we were fine oh we had everything your head is running wild again my dear we still have everythin and its all in your mind yeah but this is happeninyouve been havin real bad dreams oh oh you used to lie so close to me oh oh theres nothing more than empty sheets between our love our love oh our love our lovejust give me a reason just a little bits enough just a second were not broken just bent and we can learn to love again i never stopped youre still written in the scars on my heart youre not broken just bent and we can learn to love againoh tear ducts can rust ill fix it for us were collecting dust but our loves enough youre holding it in youre pouring a drink no nothing is as bad as it seems well come cleanjust give me a reason just a little bits enough just a second were not broken just bent and we can learn to love again its in the stars its been written in the scars on our hearts that were not broken just bent and we can learn to love againjust give me a reason just a little bits enough just a second were not broken just bent and we can learn to love again its in the stars its been written in the scars on our hearts that were not broken just bent and we can learn to love againoh we can learn to love again oh we can learn to love again oh oh that were not broken just bent and we can learn to love again,just give me a reason,pink featuring nate ruess,2013,7,1,2010s,reflective
all along it was a fever a cold sweat hot headed believer i threw my hands in the air i said show me something he said if you dare come a little closerround and around and around and around we go oh now tell me now tell me now tell me now you knownot really sure how to feel about it something in the way you move makes me feel like i cant live without you it takes me all the way i want you to stayits not much of a life youre living its not just something you take its given round and around and around and around we go oh now tell me now tell me now tell me now you knownot really sure how to feel about it something in the way you move makes me feel like i cant live without you it takes me all the way i want you to stayoh the reason i hold on oh cause i need this hole gone funny youre the broken one but im the only one who needed saving cause when you never see the light its hard to know which one of us is cavingnot really sure how to feel about it something in the way you move makes me feel like i cant live without you it takes me all the way i want you to stay stay i want you to stay oh,stay,rihanna featuring mikky ekko,2013,13,1,2010s,reflective
ive never seen a diamond in the flesh i cut my teeth on wedding rings in the movies and im not proud of my address in the torn up town no post code envybut every songs like gold teeth grey goose tripping in the bathroom bloodstains ball gowns trashing the hotel roomwe dont care were driving cadillacs in our dreamsbut everybodys like crystal maybach diamonds on your timepiece jet planes islands tigers on a gold leashwe dont care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasymy friends and i weve cracked the code we count our dollars on the train to the party and everyone who knows us knows that were fine with this we didnt come from moneybut every songs like gold teeth grey goose tripping in the bathroom bloodstains ball gowns trashing the hotel roomwe dont care were driving cadillacs in our dreamsbut everybodys like crystal maybach diamonds on your timepiece jet planes islands tigers on a gold leashwe dont care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasyooh ooh oh ooh were better than weve every dreamed and im in love with being queenooh ooh oh ooh life is great without a care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasy,royals,lorde,2013,15,1,2010s,reflective
picture perfect memories scattered all around the floor reaching for the phone cause i cant fight it any more and i wonder if i ever cross your mind for me it happens all the timeits a quarter after one im all alone and i need you now said i wouldnt call but i lost all control and i need you now and i dont know how i can do without i just need you nowanother shot of whiskey cant stop looking at the door wishing youd come sweepin in the way you did before and i wonder if i ever cross your mind for me it happens all the timeits a quarter after one im a little drunk and i need you now said i wouldnt call but i lost all control and i need you now and i dont know how i can do without i just need you nowguess id rather hurt than feel nothing at all its a quarter after one im all alone and i need you now and i said i wouldnt call but im a little drunk and i need you now and i dont know how i can do without i just need you now i just need you nowoh baby i need you now,need you now,lady antebellum,2010,2,1,2010s,sad
easy come easy go thats just how you live oh take take take it all but you never give shouldve known you was trouble from the first kiss had your eyes wide open why were they opengave you all i had and you tossed it in the trash you tossed it in the trash you did to give me all your love is all i ever asked causewhat you dont understand is id catch a grenade for ya throw my hand on a blade for ya id jump in front of a train for ya you know id do anything for ya oh oh oh oh ohi would go through all this pain take a bullet straight right through my brain yes i would die for you baby but you wont do the sameno no no noblack black black and blue beat me til im numb tell the devil i said hey when you get back to where youre from mad woman bad woman thats just what you are yeah youll smile in my face then rip the brakes out my cargave you all i had and you tossed it in the trash you tossed it in the trash yes you did to give me all your love is all i ever asked causewhat you dont understand is id catch a grenade for ya throw my hand on a blade for ya id jump in front of a train for ya you know id do anything for ya oooh i would go through all this pain take a bullet straight right through my brain yes i would die for ya baby but you wont do the sameif my body was on fire ooh youd watch me burn down in flames you said you loved me youre a liar cause you never ever ever did babybut darling id still catch a grenade for ya throw my hand on a blade for ya id jump in front of a train for ya you know id do anything for yai would go through all this pain take a bullet straight right through my brain yes i would die for you baby but you wont do the sameno you wont do the same you wouldnt do the same ooh you never do the same no no no no,grenade,bruno mars,2011,6,1,2010s,sad
gotye now and then i think of when we were together like when you said you felt so happy you could die told myself that you were right for me but felt so lonely in your company but that was love and its an ache i still rememberyou can get addicted to a certain kind of sadness like resignation to the end always the end so when we found that we could not make sense well you said that we would still be friends but ill admit that i was glad it was over meaning byjamesg editor somebody that i used to know is a song by australian and belgianborn artist gotye real name wally de backer featuring new zealand singer kimbra it is the see all but you didnt have to cut me off make out like it never happened and that we were nothing and i dont even need your love but you treat me like a stranger and that feels so rough no you didnt have to stoop so low have your friends collect your records and then change your number i guess that i dont need that though now youre just somebody that i used to knownow youre just somebody that i used to know now youre just somebody that i used to knowkimbra now and then i think of all the times you screwed me over but had me believing it was always something that id done but i dont wanna live that way reading into every word you say you said that you could let it go and i wouldnt catch you hung up on somebody that you used to knowgotye but you didnt have to cut me off make out like it never happened and that we were nothing and i dont even need your love but you treat me like a stranger and that feels so rough and you didnt have to stoop so low have your friends collect your records and then change your number i guess that i dont need that though now youre just somebody that i used to knowsomebody i used to know somebody now youre just somebody that i used to knowi used to know that i used to know i used to know somebody,somebody that i used to know,gotye featuring kimbra,2012,1,1,2010s,sad
i let it fall my heart and as it fell you rose to claim it it was dark and i was over until you kissed my lips and you saved memy hands theyre strong but my knees were far too weak to stand in your arms without falling to your feetbut theres a side to you that i never knew never knew all the things youd say they were never true never true and the games youd play you would always win always winbut i set fire to the rain watched it pour as i touched your face let it burn while i cry cause i heard it screaming out your name your name misheard bysissyhilo5 i thought it was i said fire to the rain for so long until one day my mom laughed at me and i had to check the lyrics and then realized how stupid i was see all when laying with you i could stay there close my eyes feel you here forever you and me together nothing gets bettercause theres a side to you that i never knew never knew all the things youd say they were never true never true and the games youd play you would always win always winbut i set fire to the rain watched it pour as i touched your face let it burn while i cried cause i heard it screaming out your name your namei set fire to the rain and i threw us into the flames where i felt something die cause i knew that that was the last time the last timesometimes i wake up by the door as if that heart you caught is still waiting for you even now when its already over i cant help myself from looking for youi set fire to the rain watched it pour as i touched your face let it burn while i cried cause i heard it screaming out your name your namei set fire to the rain and i threw us into the flames where i felt something die cause i knew that that was the last time the last time oh oh ohlet it burn oh let it burn let it burn,set fire to the rain,adele,2012,12,1,2010s,sad
same bed but it feels just a little bit bigger now our song on the radio but it dont sound the same when our friends talk about you all it does is just tear me down cause my heart breaks a little when i hear your name it all just sounds like oooooh mmm too young too dumb to realize that ishouldve bought you flowers and held your hand shouldve gave you all my hours when i had the chance take you to every party cause all you wanted to do was dance now my baby is dancing but shes dancing with another man meaning byamandah editor in a 2013 interview with rolling stone bruno told the mag that when i was your man was written about a rocky patch in his relationship with model jessica see all my pride my ego my needs and my selfish ways caused a good strong woman like you to walk out my life now i never never get to clean up the mess i made ooh and it hunts me every time i close my eyes it all just sounds like oooooh mmm too young too dumb to realize that ishouldve bought you flowers and held your hand shouldve gave you all my hours when i had the chance take you to every party cause all you wanted to do was dance now my baby is dancing but shes dancing with another manalthough it hurts ill be the first to say that i was wrooooong oooh i know im probably much too late to try and apologize for my mistakes but i just want you to knowi hope he buys you flowers i hope he holds your hand give you all his hours when he has the chance take you to every party cause i remember how much you loved to dance do all the things i shouldve done when i was your man do all the things i shouldve done when i was your man,when i was your man,bruno mars,2013,8,1,2010s,sad
guess its true im not good at a onenight stand but i still need love cause im just a man these nights never seem to go to plan i dont want you to leave will you hold my handoh wont you stay with me cause youre all i need this aint love its clear to see but darling stay with me meaning byjamesg editor stay with me is a song by english recording artist sam smith from his debut studio album in the lonely hour 2014 it was written by sam smith james see all why am i so emotional no its not a good look gain some self control and deep down i know this never works but you can lay with me so it doesnt hurtoh wont you stay with me cause youre all i need this aint love its clear to see but darling stay with meoh wont you stay with me cause youre all i need this aint love its clear to see but darling stay with meoh wont you stay with me cause youre all i need this aint love its clear to see but darling stay with me,stay with me,sam smith,2014,10,1,2010s,sad
its been a long day without you my friend and ill tell you all about it when i see you again weve come a long way from where we began oh ill tell you all about it when i see you again when i see you again heywiz khalifa dang who knew all the planes we flew good things weve been through that ill be standing right here talking to you bout another path i know we loved to hit the road and laugh but something told me that it wouldnt last had to switch up look at things different see the bigger picture those were the days hard work forever pays now i see you in a better place see you in a better placeuh how can we not talk about family when familys all that we got everything i went through you were standing there by my side and now you gon be with me for the last ride meaning byjamesg editor see you again is a song recorded by american rapper wiz khalifa featuring american singer charlie puth the track is part of the soundtrack of the 2015 see all charlie puth its been a long day without you my friend and ill tell you all about it when i see you again i see you again weve come a long way yeah we came a long way from where we began you know we started oh ill tell you all about it when i see you again let me tell you when i see you againaah oh aah oh woooohohohohohoh yeahwiz khalifa first you both go out your way and the vibe is feeling strong and whats small turn to a friendship a friendship turn to a bond and that bond will never be broken the love will never get lost and the love will never get lost and when brotherhood come first then the line will never be crossed established it on our own when that line had to be drawn and that line is what we reach so remember me when im gone remember me when im gonehow can we not talk about family when familys all that we got everything i went through you were standing there by my side and now you gon be with me for the last ridecharlie puth so let the light guide your way yeah hold every memory as you go and every road you take will always lead you home homeits been a long day without you my friend and ill tell you all about it when i see you again weve come a long way from where we began oh ill tell you all about it when i see you again when i see you againaah oh uh aah oh yeah woooohohohohohoh ya ya when i see you again uh see you again woooohohohohohoh yeah yeah uhhuh when i see you again,see you again,wiz khalifa featuring charlie puth,2015,3,1,2010s,sad
i took two weeks vacation for the honeymoon a couple tickets all inclusive down in cancun i couldnt get my money back so im in seat 7a im getting drunk on a planei bet the fella on the aisle thought i was crazy cause i taped your picture to the seatback right beside me now ive got empty mini bottles fillin both our trays im getting drunk on a planebuyin drinks for everybody but the pilot its a party got this 737 rocking like a g6 stewardess is somethin sexy leanin pourin coke and whiskey told her about my condition got a little milehigh flight attention its mardi gras up in the clouds im up so high i may never come down ill try anything to drown out the pain they all know why im getting drunk on a planewe had this date marked on the calendar forever wed take that new wed limo airport ride together i feel like a plastic groom alone there at the top of the cake so hey im getting drunk on a planebuyin drinks for everybody but the pilot its a party got this 737 rocking like a g6 stewardess is somethin sexy leanin pourin coke and whiskey told her about my condition got a little milehigh flight attention its mardi gras up in the clouds im up so high i may never come down ill try anything to drown out the pain they all know why im getting drunk on a planeon my way home ill bump this seat right up to first class so i can drink that cheap champagne out of a real glass and when we land ill call her up and tell her kiss my ass cause hey im drunk on a planebuyin drinks for everybody but the pilot its a party got this 737 rocking like a g6 stewardess is somethin sexy leanin pourin coke and whiskey told her about my condition got a little milehigh flight attention its mardi gras up in the clouds im up so high i may never come down ill try anything to drown out the pain they all know why im getting drunk on a planeim getting drunk on a plane i might be passed out in the baggage claim but right now im drunk on a plane,drunk on a plane,dierks bentley,2014,79,1,2010s,sad
8 oclock on friday night im still at home all my girls just keep on blowing up my phone saying come on he aint worth the pain do what you gotta do to forget his namenow theres only one thing left for me to do slip on my favorite dress and sky high leather boots check the mirror one last time and kiss the past goodbyewhat im really needing now is a double shot of crown chase that disco ball around til i dont remember go until they cut me off wanna get a little lost in the noise in the lightshey bartender pour em hot tonight til the party and the music and the truth collide bring it til his memory fades away hey bartendertonight ill let a stranger pull me on the floor spin me round and let him buy a couple more but before it goes too far ill let him down easy cause tonight its all about dancing with my girls to the dj put that song on replaywhat im really needing now is a double shot of crown chase that disco ball around til i dont remember go until they cut me off wanna get a little lost in the noise in the lightshey bartender pour em hot tonight til the party and the music and the truth collide bring it til his memory fades away hey bartenderim feeling that buzz im ready to rock aint no way im gonna tell you to stop so pour that thing up to the top im coming in hothey bartender what im really needing now is a double shot of crown chase that disco ball around til i dont remember go until they cut me off wanna get a little lost in the noise in the lightshey bartender pour em hot tonight til the party and the music and the truth collide bring it til his memory fades away hey bartender hey bartender,bartender,lady antebellum,2014,81,1,2010s,sad
